epoch,acc,dice_coef,iou,loss,lr,precision,recall,val_acc,val_dice_coef,val_iou,val_loss,val_precision,val_recall
0,0.9929313659667969,0.1932893693447113,0.1124701127409935,0.02215372957289219,0.001,0.6752058267593384,0.15458008646965027,0.9925767183303833,0.18185141682624817,0.12252497673034668,0.019953444600105286,0.7684985399246216,0.02235293574631214
1,0.9924803376197815,0.1498689353466034,0.07636860013008118,0.022167760878801346,0.001,0.5440574884414673,0.0423705168068409,0.9928792119026184,0.34453341364860535,0.1749202162027359,0.019853586331009865,0.5406600832939148,0.357620507478714
2,0.9941132664680481,0.2909497320652008,0.17413336038589478,0.015712454915046692,0.001,0.6985532641410828,0.39306628704071045,0.9939488768577576,0.6216594576835632,0.3605671525001526,0.01490791141986847,0.5863277316093445,0.665372908115387
3,0.995485782623291,0.34489706158638,0.22459903359413147,0.013173623941838741,0.001,0.7783818244934082,0.5320093035697937,0.9924741983413696,0.08023067563772202,0.04665010794997215,0.02479633130133152,0.0,0.0
4,0.9926774501800537,0.12824946641921997,0.05950801074504852,0.02231002226471901,0.001,0.4075123965740204,0.0015456684632226825,0.9924823045730591,0.21104489266872406,0.13556638360023499,0.019549120217561722,0.681617796421051,0.0020682632457464933
5,0.992851197719574,0.2470327466726303,0.1348840594291687,0.01777024194598198,0.001,0.6106554865837097,0.18163630366325378,0.9941770434379578,0.2960105240345001,0.2050027996301651,0.015617131255567074,0.8191319108009338,0.2903461158275604
6,0.9944639801979065,0.31631144881248474,0.1824069321155548,0.015528636053204536,0.001,0.693222165107727,0.4654998779296875,0.9948689937591553,0.456024169921875,0.2983436584472656,0.014025558717548847,0.6696796417236328,0.6278470158576965
7,0.9954310059547424,0.36810457706451416,0.22733353078365326,0.012516370043158531,0.001,0.7352520227432251,0.5846024751663208,0.9966576099395752,0.6167018413543701,0.4534434676170349,0.00952520314604044,0.8612635731697083,0.6625933647155762
8,0.9960139989852905,0.4042344093322754,0.2677538990974426,0.011018503457307816,0.001,0.7877926826477051,0.6398333311080933,0.9965126514434814,0.6383271217346191,0.46398693323135376,0.009430525824427605,0.7917895317077637,0.7281489968299866
9,0.9963757395744324,0.4192017912864685,0.2867569923400879,0.010061700828373432,0.001,0.8012248873710632,0.6799079179763794,0.9969781041145325,0.664568305015564,0.501446545124054,0.008531101047992706,0.8569229245185852,0.7183707356452942
