epoch,acc,dice_coef,iou,loss,lr,precision_3,recall_3,val_acc,val_dice_coef,val_iou,val_loss,val_precision_3,val_recall_3
0,0.9927060008049011,0.2268729954957962,0.14200632274150848,0.023176155984401703,0.001,0.5922800302505493,0.15914735198020935,0.994854748249054,0.4090988039970398,0.26746368408203125,0.01596781797707081,0.8094543218612671,0.41519275307655334
1,0.996370255947113,0.5850124955177307,0.4320506453514099,0.010320309549570084,0.001,0.8109574913978577,0.689714789390564,0.9973754286766052,0.6296813488006592,0.49848678708076477,0.007919187657535076,0.9228283762931824,0.7111709117889404
2,0.997283935546875,0.6663647890090942,0.5214142799377441,0.00758488941937685,0.001,0.8618075847625732,0.774537980556488,0.9978605508804321,0.6856184005737305,0.5615439414978027,0.006000312510877848,0.896543562412262,0.8095226287841797
3,0.9976114630699158,0.6959366202354431,0.5558962225914001,0.006738610565662384,0.001,0.8793617486953735,0.7913814187049866,0.9945093989372253,0.434481143951416,0.2672242522239685,0.015508564189076424,0.8722919821739197,0.3178828954696655
4,0.9974480867385864,0.6776791214942932,0.5385317206382751,0.007186700124293566,0.001,0.8714443445205688,0.7788468599319458,0.9974261522293091,0.7367221713066101,0.5636488199234009,0.007123114075511694,0.8251556158065796,0.8354259133338928
5,0.9963902831077576,0.39538323879241943,0.28294694423675537,0.010162485763430595,0.001,0.816598653793335,0.671714186668396,0.9973720908164978,0.6532999873161316,0.5194514989852905,0.007371848914772272,0.9180576801300049,0.7150911688804626
6,0.997009813785553,0.45752593874931335,0.339669406414032,0.008459246717393398,0.001,0.8465075492858887,0.7473198771476746,0.9976716041564941,0.7057599425315857,0.5632535815238953,0.006565985269844532,0.8998419046401978,0.7776002287864685
7,0.9971302151679993,0.46253082156181335,0.34715238213539124,0.00814017653465271,0.001,0.8619944453239441,0.7508224248886108,0.9979551434516907,0.7523869872093201,0.6088567972183228,0.005856566596776247,0.8965874910354614,0.823610782623291
8,0.9972444772720337,0.4514724016189575,0.33541131019592285,0.007685002870857716,0.001,0.8546612858772278,0.7569029331207275,0.9968791604042053,0.6393184065818787,0.47946780920028687,0.008357677608728409,0.8723436594009399,0.6863279938697815
9,0.9970776438713074,0.45387575030326843,0.3257507085800171,0.008111948147416115,0.001,0.8329343795776367,0.7451770305633545,0.9972373247146606,0.619896650314331,0.4882366359233856,0.007667575962841511,0.9043895602226257,0.7081684470176697
10,0.9973099231719971,0.47356748580932617,0.3489820659160614,0.00755145912989974,0.001,0.8538831472396851,0.7679957747459412,0.9976500272750854,0.7100617289543152,0.5630786418914795,0.006751589477062225,0.8921474814414978,0.7827506065368652
11,0.9976211190223694,0.5117483139038086,0.38969147205352783,0.006669824477285147,0.001,0.8710508942604065,0.8103579878807068,0.9978193640708923,0.7436299920082092,0.5952863097190857,0.00606120890006423,0.8840023875236511,0.8180205821990967
12,0.9975966215133667,0.4982488453388214,0.3786950409412384,0.006663238629698753,0.001,0.8721647262573242,0.8131444454193115,0.9979268908500671,0.728796660900116,0.5911160111427307,0.005710291676223278,0.8724086284637451,0.849089503288269
13,0.9976473450660706,0.4881075620651245,0.3677736520767212,0.0066424268297851086,0.001,0.8694181442260742,0.8016209006309509,0.9973282814025879,0.5889055728912354,0.47801610827445984,0.007356144487857819,0.9324218034744263,0.695913553237915
14,0.9975519180297852,0.49892085790634155,0.3794717490673065,0.006827039178460836,0.001,0.868067741394043,0.8091756701469421,0.9975910782814026,0.6808050870895386,0.5416526198387146,0.006620769388973713,0.8791918754577637,0.7887076735496521
15,0.9978570938110352,0.5186652541160583,0.3999256193637848,0.0059806304052472115,0.001,0.8835651874542236,0.8300384879112244,0.9973385334014893,0.7203568816184998,0.5418717265129089,0.007751349825412035,0.8651863932609558,0.7662227749824524
16,0.9978485703468323,0.5141047239303589,0.3974587619304657,0.005990203469991684,0.001,0.880547046661377,0.8332481980323792,0.9973191022872925,0.6786553859710693,0.5233964323997498,0.0069755613803863525,0.7793903946876526,0.8985359072685242
17,0.9979059100151062,0.5216273665428162,0.40404242277145386,0.005902949254959822,0.001,0.885775625705719,0.8383839726448059,0.9978644251823425,0.7461224794387817,0.6014773845672607,0.005820352118462324,0.8795508146286011,0.8302940130233765
18,0.997969388961792,0.5406361222267151,0.42425501346588135,0.005587550345808268,0.001,0.888844907283783,0.845214307308197,0.9977380037307739,0.7487468719482422,0.5867308378219604,0.007371788844466209,0.9397211074829102,0.747765839099884
19,0.9980061650276184,0.5289837718009949,0.4149028956890106,0.005513159092515707,0.001,0.886724591255188,0.8479204177856445,0.9971319437026978,0.6157447099685669,0.4864356815814972,0.008135640062391758,0.9588279128074646,0.647179126739502
20,0.9979617595672607,0.5241750478744507,0.40583473443984985,0.005605627782642841,0.001,0.8879908323287964,0.8355824947357178,0.9981164336204529,0.7502488493919373,0.6223716139793396,0.005348937585949898,0.9267771244049072,0.8144041299819946
21,0.9980184435844421,0.517662525177002,0.40716007351875305,0.005459209904074669,0.001,0.8897135853767395,0.8410137891769409,0.9980194568634033,0.7624102234840393,0.6174250245094299,0.005438786465674639,0.8547202348709106,0.8882253170013428
22,0.9980206489562988,0.5320724844932556,0.41955894231796265,0.005442439112812281,0.001,0.8923129439353943,0.849266529083252,0.9982706308364868,0.7445046305656433,0.6304815411567688,0.004777001217007637,0.9255541563034058,0.837838351726532
23,0.9980138540267944,0.5400696992874146,0.4295027256011963,0.005663608200848103,0.001,0.8969287276268005,0.8513457179069519,0.9983172416687012,0.7833211421966553,0.6578766703605652,0.004745725076645613,0.9272528886795044,0.8427829742431641
24,0.9981177449226379,0.5431211590766907,0.43086329102516174,0.005194643512368202,0.001,0.9004647135734558,0.856386125087738,0.9973009824752808,0.7749400734901428,0.5656160116195679,0.009681380353868008,0.924869954586029,0.698594868183136
25,0.9981774687767029,0.5341070294380188,0.42280715703964233,0.005109679419547319,0.001,0.8998619914054871,0.8577873706817627,0.998294472694397,0.746732771396637,0.6285161375999451,0.0048362757079303265,0.8997159600257874,0.8707078695297241
26,0.998103141784668,0.5527073740959167,0.43870809674263,0.005243775434792042,0.001,0.8989636301994324,0.8543802499771118,0.9980688095092773,0.7769572138786316,0.6337647438049316,0.005511932540684938,0.9327802658081055,0.8014110922813416
27,0.998165488243103,0.5382850766181946,0.42588844895362854,0.005164796020835638,0.001,0.8939249515533447,0.8510239720344543,0.9983476996421814,0.7859236001968384,0.6610482335090637,0.004615258425474167,0.9091249108314514,0.8674321174621582
28,0.9983253479003906,0.5479958653450012,0.44232210516929626,0.004607893526554108,0.001,0.9092848300933838,0.8729002475738525,0.9982385039329529,0.7550085186958313,0.6316749453544617,0.004857893101871014,0.9053685665130615,0.8557422161102295
29,0.9982084035873413,0.5392303466796875,0.43004849553108215,0.005027581471949816,0.001,0.9012159109115601,0.8603623509407043,0.998298704624176,0.7695475816726685,0.6446149945259094,0.004642894491553307,0.8904958367347717,0.8828527927398682
30,0.998195469379425,0.5538005828857422,0.44235071539878845,0.004913484677672386,0.001,0.8999848961830139,0.8635591864585876,0.9984246492385864,0.8123212456703186,0.6836464405059814,0.004542920272797346,0.9256882071495056,0.8600031733512878
31,0.9982559084892273,0.5432115197181702,0.43210944533348083,0.004853923339396715,0.001,0.9007931351661682,0.8598820567131042,0.9981799721717834,0.7707513570785522,0.6359409093856812,0.004870748147368431,0.8582215309143066,0.9086036682128906
32,0.9982386827468872,0.5490483641624451,0.4366205632686615,0.004847829230129719,0.001,0.8999084830284119,0.8606175184249878,0.9984256029129028,0.7782515287399292,0.6616550087928772,0.0044080414809286594,0.916540265083313,0.8703845143318176
33,0.998339831829071,0.5561563968658447,0.44510725140571594,0.0046088807284832,0.001,0.9107690453529358,0.8688350915908813,0.9983333945274353,0.7897001504898071,0.6598742008209229,0.004586456343531609,0.8831910490989685,0.8976094126701355
34,0.998227596282959,0.5323940515518188,0.42345333099365234,0.004955717828124762,0.001,0.9011962413787842,0.8609989881515503,0.9978899955749512,0.6085453033447266,0.5099801421165466,0.00636453740298748,0.93117755651474,0.7774553894996643
35,0.9983149766921997,0.5356041193008423,0.4244047999382019,0.004662912804633379,0.001,0.9036613702774048,0.8661608099937439,0.9981040358543396,0.7576005458831787,0.629523754119873,0.0052603138610720634,0.956150233745575,0.7843541502952576
36,0.9984289407730103,0.5419304966926575,0.43689343333244324,0.004352082032710314,0.001,0.9149705171585083,0.8742102384567261,0.9984447360038757,0.7659555077552795,0.6571152806282043,0.004342176485806704,0.9338797330856323,0.8541223406791687
37,0.9983646869659424,0.5483056306838989,0.4409831166267395,0.004515363834798336,0.001,0.9084935188293457,0.8697693347930908,0.9984952807426453,0.8137611746788025,0.6911433339118958,0.004248111043125391,0.9215230345726013,0.8748164176940918
38,0.9983292818069458,0.5359424948692322,0.42815932631492615,0.004778152797371149,0.001,0.9044714570045471,0.8606369495391846,0.9983987808227539,0.7936156988143921,0.6671779751777649,0.004729164764285088,0.9429315328598022,0.8382542133331299
39,0.9983842372894287,0.5634855628013611,0.4519270062446594,0.004400502424687147,0.001,0.9105281829833984,0.8720777630805969,0.9984734058380127,0.7870080471038818,0.6687628626823425,0.004196959547698498,0.9058709740638733,0.8899334073066711
40,0.9983870983123779,0.556625247001648,0.4505586326122284,0.004465723410248756,0.001,0.9142216444015503,0.8766093254089355,0.998032808303833,0.6986246705055237,0.5774140954017639,0.005652233958244324,0.8988922834396362,0.8325496912002563
41,0.9984782338142395,0.5619279742240906,0.4580780267715454,0.004236726090312004,0.001,0.9190645217895508,0.8819611072540283,0.9983708262443542,0.805498480796814,0.6756747961044312,0.00471533415839076,0.9326497316360474,0.8448056578636169
42,0.9983571767807007,0.5598185062408447,0.4524748921394348,0.004592482466250658,0.001,0.9136881232261658,0.8738765716552734,0.998371422290802,0.7775490283966064,0.662004828453064,0.004458135459572077,0.9568729400634766,0.8208783268928528
43,0.998381495475769,0.5506289601325989,0.44466519355773926,0.004516546614468098,0.001,0.908332109451294,0.8679684400558472,0.9984709620475769,0.8060157299041748,0.6839722990989685,0.004284228663891554,0.912488579750061,0.8816868662834167
44,0.9984254240989685,0.5556554794311523,0.4507277309894562,0.004370388574898243,0.001,0.9144821166992188,0.8768150210380554,0.9984483122825623,0.7797490358352661,0.6677597761154175,0.0043365927413105965,0.9455841779708862,0.8425445556640625
45,0.9984274506568909,0.5610804557800293,0.45574358105659485,0.004341235850006342,0.001,0.9145774245262146,0.8748525381088257,0.9985238313674927,0.8203436732292175,0.696601927280426,0.004092695191502571,0.9228132367134094,0.8775129914283752
46,0.9984484314918518,0.5634105205535889,0.46001872420310974,0.004333656281232834,0.001,0.9171713590621948,0.8819767236709595,0.9985320568084717,0.8139790892601013,0.693830132484436,0.00408196123316884,0.9251632690429688,0.8761097192764282
47,0.998471200466156,0.5667438507080078,0.46344366669654846,0.004211521241813898,0.001,0.9198340773582458,0.8865369558334351,0.9984542727470398,0.7821235060691833,0.6665816903114319,0.004385721869766712,0.92316734790802,0.8670881390571594
48,0.998541533946991,0.5579394698143005,0.452186644077301,0.0040418473072350025,0.001,0.9169129133224487,0.8800086975097656,0.9984878301620483,0.8083011507987976,0.6857846975326538,0.004220104776322842,0.9270809888839722,0.8675888776779175
49,0.9984903931617737,0.5631046295166016,0.4583410322666168,0.004163721110671759,0.001,0.9196299314498901,0.88087397813797,0.9984824061393738,0.8026325106620789,0.6829081177711487,0.004282790701836348,0.9324713945388794,0.8609938621520996
50,0.9985752105712891,0.5628172755241394,0.4562760889530182,0.003938336856663227,0.001,0.9194443225860596,0.883457362651825,0.9983973503112793,0.7975245118141174,0.6694228053092957,0.004776360932737589,0.9247947931289673,0.857011616230011
51,0.9984598755836487,0.5642310380935669,0.46039098501205444,0.004228801466524601,0.001,0.9170306324958801,0.8851661682128906,0.9985509514808655,0.7963879704475403,0.6852975487709045,0.004049651324748993,0.9446601867675781,0.8579772114753723
52,0.9985681772232056,0.5709776878356934,0.46790799498558044,0.003990130499005318,0.001,0.9230287671089172,0.8867498636245728,0.9981008172035217,0.8069936633110046,0.6576961874961853,0.0057371798902750015,0.9203115701675415,0.8188566565513611
53,0.9985499382019043,0.5515225529670715,0.44743967056274414,0.004088007379323244,0.001,0.9179977178573608,0.8758179545402527,0.9985181093215942,0.8192957043647766,0.6951297521591187,0.004081831779330969,0.8960549235343933,0.9086776971817017
