epoch,acc,dice_coef,iou,loss,lr,precision,recall,val_acc,val_dice_coef,val_iou,val_loss,val_precision,val_recall
0,0.9544284343719482,0.7968347072601318,0.6901901960372925,0.04265965521335602,1e-04,0.9420881271362305,0.7307965755462646,0.9237831830978394,0.5308342576026917,0.3099745213985443,0.1834615021944046,0.9940201044082642,0.26387640833854675
1,0.9571585059165955,0.7119417190551758,0.61692875623703,0.025355204939842224,1e-04,0.9775238633155823,0.7491347789764404,0.9581844806671143,0.9052042365074158,0.8127703666687012,0.02804897166788578,0.9811568260192871,0.7399930953979492
2,0.9590958952903748,0.7233834862709045,0.6467152237892151,0.019475571811199188,1e-04,0.9854459166526794,0.7540547251701355,0.9561412334442139,0.885107159614563,0.7724749445915222,0.035976629704236984,0.9939391613006592,0.682784914970398
3,0.960139811038971,0.730750322341919,0.6615405082702637,0.016556711867451668,1e-04,0.9887228608131409,0.7559279799461365,0.9563003778457642,0.918722927570343,0.8009647130966187,0.038709044456481934,0.9849688410758972,0.7096182703971863
4,0.960181474685669,0.7253322005271912,0.6652170419692993,0.013259374536573887,1e-04,0.9918304085731506,0.7517617344856262,0.9194967150688171,0.6355113387107849,0.24482403695583344,0.4148513674736023,0.9819229245185852,0.2038450986146927
5,0.9607085585594177,0.739968478679657,0.6890484094619751,0.011564328335225582,1e-04,0.9939033389091492,0.7554570436477661,0.9572488069534302,0.9384595155715942,0.8429141044616699,0.03147991746664047,0.9578686952590942,0.7622307538986206
6,0.9602589011192322,0.7260221242904663,0.6721381545066833,0.012374947778880596,1e-04,0.9932895302772522,0.7533314228057861,0.9582487344741821,0.9399803876876831,0.8498520851135254,0.02714213728904724,0.9789833426475525,0.7514631152153015
7,0.9614518880844116,0.7412799000740051,0.6981586813926697,0.010208819061517715,1e-04,0.9953910112380981,0.7617190480232239,0.955071210861206,0.9181536436080933,0.7930295467376709,0.03920288011431694,0.973277747631073,0.7144585847854614
8,0.9603533148765564,0.7337679266929626,0.6872512698173523,0.010898709297180176,1e-04,0.9945586323738098,0.7567043304443359,0.9579262137413025,0.9293878078460693,0.8357447385787964,0.029886916279792786,0.9901909232139587,0.7176306843757629
9,0.9612077474594116,0.7478466033935547,0.7102934122085571,0.008595914579927921,1e-04,0.9975972175598145,0.7603899836540222,0.9585345983505249,0.942838191986084,0.8573296666145325,0.025420056656003,0.9799907803535461,0.7595759034156799
10,0.9609915614128113,0.7374725937843323,0.6961259245872498,0.010201764293015003,1e-04,0.9958910346031189,0.7603291869163513,0.9577252268791199,0.9344056844711304,0.8359970450401306,0.031032484024763107,0.9841006994247437,0.730149507522583
11,0.9619188904762268,0.7424337267875671,0.706059992313385,0.008720643818378448,1e-04,0.9970641136169434,0.7654131650924683,0.9583170413970947,0.9362164735794067,0.847305953502655,0.026917729526758194,0.980918824672699,0.7377181649208069
12,0.9608549475669861,0.7445138096809387,0.7051880955696106,0.009054754860699177,1e-04,0.9962596297264099,0.7612805366516113,0.9574912786483765,0.9315004944801331,0.8288128972053528,0.03265032544732094,0.9840213656425476,0.7139552235603333
13,0.9617787003517151,0.7490457892417908,0.7194769978523254,0.007178109604865313,1e-04,0.9984939098358154,0.7600968480110168,0.9595643281936646,0.9536589980125427,0.8778188824653625,0.02331649325788021,0.9886886477470398,0.7477781176567078
14,0.9620652198791504,0.7337589263916016,0.6963033080101013,0.00811027828603983,1e-04,0.9972017407417297,0.755659282207489,0.959531843662262,0.937808632850647,0.8588373064994812,0.024162746965885162,0.9890856146812439,0.7536805868148804
15,0.9613994359970093,0.7629388570785522,0.7335802316665649,0.007185257505625486,1e-04,0.9985558390617371,0.7669923305511475,0.9593817591667175,0.9532362222671509,0.8716879487037659,0.026140261441469193,0.9878551959991455,0.7593520879745483
16,0.9616290926933289,0.7398421168327332,0.7036470770835876,0.008223275654017925,1e-04,0.9972632527351379,0.7607276439666748,0.9596916437149048,0.948403537273407,0.872573971748352,0.02346867322921753,0.9823866486549377,0.7652133107185364
17,0.9617403149604797,0.7410279512405396,0.7131816148757935,0.006856235675513744,1e-04,0.9986643195152283,0.7659436464309692,0.9600532650947571,0.9563678503036499,0.8873151540756226,0.021878698840737343,0.9928496479988098,0.7538458704948425
18,0.9614936709403992,0.7468202710151672,0.7158879637718201,0.007468018215149641,1e-04,0.9982201457023621,0.7599777579307556,0.9597570896148682,0.952492356300354,0.8801138997077942,0.022368930280208588,0.9842627644538879,0.7620927095413208
19,0.9612216353416443,0.7513605952262878,0.7180764079093933,0.007659470196813345,1e-04,0.9973820447921753,0.758743941783905,0.9592368006706238,0.9480296969413757,0.86624675989151,0.023938046768307686,0.9947991371154785,0.7289189696311951
20,0.961024284362793,0.7436863780021667,0.7156176567077637,0.006441469304263592,1e-04,0.9989107251167297,0.7591838836669922,0.9587374925613403,0.9557490944862366,0.8689387440681458,0.029741084203124046,0.9752021431922913,0.7637180685997009
21,0.9612502455711365,0.755776047706604,0.725949764251709,0.00698173837736249,1e-04,0.9980945587158203,0.7630317807197571,0.9588564038276672,0.9559177160263062,0.8749063611030579,0.026353416964411736,0.9753563404083252,0.765049159526825
22,0.9611557126045227,0.7430076599121094,0.7135825753211975,0.006999039091169834,1e-04,0.9984877705574036,0.7601372003555298,0.960023045539856,0.9611461162567139,0.8908251523971558,0.022027863189578056,0.9933422207832336,0.7540428638458252
23,0.9615825414657593,0.735084056854248,0.7095065116882324,0.005747260991483927,1e-04,0.9992446303367615,0.757621705532074,0.9593101143836975,0.9542729258537292,0.8756878972053528,0.025117743760347366,0.978151798248291,0.7715468406677246
24,0.9614911675453186,0.7455804944038391,0.7206693887710571,0.005725202616304159,1e-04,0.9992417693138123,0.7603159546852112,0.9594030976295471,0.9544383883476257,0.8738940358161926,0.026476513594388962,0.9858793616294861,0.7570261359214783
25,0.9614421725273132,0.7457597255706787,0.7194821834564209,0.005819146521389484,1e-04,0.9990330338478088,0.7608084678649902,0.9596261978149414,0.9556953310966492,0.8827077746391296,0.022523635998368263,0.9893589615821838,0.7513008713722229
26,0.9615300893783569,0.7419522404670715,0.7125045657157898,0.006208954844623804,1e-04,0.9987018704414368,0.760314404964447,0.9594986438751221,0.9558024406433105,0.8782992362976074,0.0239927489310503,0.9901553988456726,0.7493557333946228
27,0.9614680409431458,0.7602226734161377,0.7347601652145386,0.004183672368526459,1e-04,0.9994611740112305,0.7593599557876587,0.9599199891090393,0.9574119448661804,0.88373202085495,0.02270517311990261,0.9899060726165771,0.7562865018844604
28,0.9620344042778015,0.7507757544517517,0.7289441823959351,0.002105784835293889,1e-05,0.9997672438621521,0.7615879774093628,0.9601266980171204,0.9628013372421265,0.8927841186523438,0.02335202880203724,0.9901354312896729,0.7614057660102844
29,0.961102306842804,0.7500089406967163,0.7281966805458069,0.0012884610332548618,1e-05,0.9997867941856384,0.7585670351982117,0.9600318074226379,0.9643076658248901,0.8911086320877075,0.02606964483857155,0.9954186081886292,0.7441651821136475
30,0.9617834687232971,0.7448543906211853,0.723903238773346,0.0004546449054032564,1e-05,0.9998183250427246,0.758597731590271,0.9603670835494995,0.9661635160446167,0.8984476923942566,0.02560843527317047,0.9945485591888428,0.7554349899291992
31,0.9621728658676147,0.765876829624176,0.7439976930618286,-0.0003146047529298812,1e-05,0.9998455047607422,0.7642735242843628,0.9595738649368286,0.9630310535430908,0.8896536827087402,0.027792781591415405,0.9919745922088623,0.7491735816001892
32,0.9617198705673218,0.7563029527664185,0.7343619465827942,-0.001192734227515757,1e-05,0.9998705983161926,0.7597574591636658,0.9593090415000916,0.9631164073944092,0.8832989931106567,0.035484518855810165,0.9928839206695557,0.743476152420044
33,0.9619702100753784,0.7518223524093628,0.7303440570831299,-0.0017724520293995738,1e-05,0.9998258352279663,0.758316695690155,0.960148811340332,0.9652080535888672,0.8944591879844666,0.029848944395780563,0.9935780167579651,0.7522236108779907
34,0.9617984294891357,0.7396465539932251,0.7182688117027283,-0.002861118409782648,1e-05,0.9998776316642761,0.7508524656295776,0.9587104916572571,0.961817741394043,0.877446174621582,0.041417524218559265,0.9927971959114075,0.7369856238365173
35,0.9613680839538574,0.7613065242767334,0.739450216293335,-0.003807713743299246,1e-05,0.999877393245697,0.7649665474891663,0.9598389267921448,0.9645670652389526,0.8910939693450928,0.034653693437576294,0.991959810256958,0.7567070722579956
36,0.9610214233398438,0.756521999835968,0.7346208095550537,-0.005372363142669201,1e-05,0.9998594522476196,0.7554992437362671,0.9598305225372314,0.9659122228622437,0.8891834020614624,0.04012557864189148,0.9947434663772583,0.743715226650238
37,0.9615839719772339,0.7591761350631714,0.7369780540466309,-0.00708758132532239,1e-05,0.9998528957366943,0.7596511840820312,0.960016667842865,0.9667193293571472,0.8950145840644836,0.03068912774324417,0.9926279187202454,0.7605114579200745
38,0.9624738693237305,0.7576159238815308,0.7351649403572083,-0.00787630770355463,1e-06,0.9998584985733032,0.7635740041732788,0.9598746299743652,0.9658842086791992,0.8921455144882202,0.037332531064748764,0.9946500658988953,0.7478733062744141
39,0.9625160694122314,0.7620362043380737,0.7395752668380737,-0.008993176743388176,1e-06,0.999856173992157,0.7677724361419678,0.9597102999687195,0.9653080701828003,0.8900289535522461,0.03843311965465546,0.9933880567550659,0.7502230405807495
40,0.9620677828788757,0.7576670050621033,0.7353255152702332,-0.008619453758001328,1e-06,0.999882161617279,0.7647273540496826,0.9597089290618896,0.9656902551651001,0.8890585899353027,0.041283346712589264,0.9939189553260803,0.7485313415527344
41,0.9615694880485535,0.7560324668884277,0.7343388795852661,-0.008756866678595543,1e-06,0.999876081943512,0.7614657282829285,0.9598913192749023,0.9660544991493225,0.8917441964149475,0.04215028136968613,0.9944684505462646,0.7480631470680237
