epoch,acc,dice_coef,iou,loss,lr,precision_1,recall_1,val_acc,val_dice_coef,val_iou,val_loss,val_precision_1,val_recall_1
0,0.9439138174057007,0.49509376287460327,0.3502754867076874,0.12162123620510101,1e-04,0.5876573920249939,0.6127294898033142,0.9271507263183594,0.5699165463447571,0.24400711059570312,0.11616672575473785,0.48002028465270996,0.6348092555999756
1,0.9728195667266846,0.6569360494613647,0.5335262417793274,0.02837306074798107,1e-04,0.9582074880599976,0.6778410077095032,0.9701064825057983,0.724057137966156,0.5512399673461914,0.03688925877213478,0.9593846201896667,0.7184717059135437
2,0.975008487701416,0.754992663860321,0.6609355211257935,0.017405664548277855,1e-04,0.9775765538215637,0.7018085718154907,0.9685840010643005,0.8213568925857544,0.6000649333000183,0.04613662138581276,0.892527163028717,0.835789144039154
3,0.9754276275634766,0.7790883183479309,0.7073800563812256,0.011085893958806992,1e-04,0.9858819842338562,0.6734766364097595,0.9719131588935852,0.8572580814361572,0.7043649554252625,0.024237733334302902,0.9397294521331787,0.7587040066719055
4,0.9768626093864441,0.7949398159980774,0.7174695134162903,0.010692769661545753,1e-04,0.9852340817451477,0.7103759050369263,0.9408735036849976,0.32076555490493774,0.08476018905639648,0.31674429774284363,0.9794641733169556,0.059877071529626846
5,0.9757661819458008,0.8085640668869019,0.7460935115814209,0.009493444114923477,1e-04,0.9910290241241455,0.703359842300415,0.9739109873771667,0.886070191860199,0.7985054850578308,0.010972482152283192,0.9818785786628723,0.7008019685745239
6,0.9762486219406128,0.8451007604598999,0.8007033467292786,0.006166782230138779,1e-04,0.9958940148353577,0.6922935843467712,0.9733540415763855,0.8827517628669739,0.7882455587387085,0.013115058653056622,0.9617015719413757,0.7247060537338257
7,0.9760782718658447,0.8591033816337585,0.820782482624054,0.005377911496907473,1e-04,0.9975939989089966,0.7065603733062744,0.9745314717292786,0.8959565758705139,0.83583664894104,0.008603841997683048,0.98784339427948,0.7016382813453674
8,0.9774643182754517,0.8446857333183289,0.8072875142097473,0.004804621916264296,1e-04,0.9978854656219482,0.7139008641242981,0.9746163487434387,0.9030151963233948,0.827701210975647,0.00940957572311163,0.9905992150306702,0.7085312604904175
9,0.9759195446968079,0.8444696664810181,0.8080427646636963,0.0045045120641589165,1e-04,0.9981945157051086,0.6826874017715454,0.9742231369018555,0.9038904905319214,0.8317365050315857,0.00889652781188488,0.981033444404602,0.7104122042655945
10,0.9745583534240723,0.802273154258728,0.7155510783195496,0.013185924850404263,1e-04,0.9829082489013672,0.6891520023345947,0.9737455248832703,0.871953010559082,0.7935190200805664,0.011796906590461731,0.9708621501922607,0.7243123054504395
11,0.9762116074562073,0.858113706111908,0.8165615200996399,0.005568869411945343,1e-04,0.9968891143798828,0.7231891751289368,0.9747509360313416,0.9004825353622437,0.8323619365692139,0.008254524320363998,0.9926912188529968,0.7073699831962585
12,0.9765915870666504,0.8590301871299744,0.819795548915863,0.004453310277312994,1e-04,0.9986873269081116,0.7140225172042847,0.9748403429985046,0.9107824563980103,0.8554074168205261,0.007445626426488161,0.9940991997718811,0.7133037447929382
13,0.9757009148597717,0.8420119881629944,0.8113382458686829,0.0038801515474915504,1e-04,0.9992883801460266,0.6910908818244934,0.9748698472976685,0.9125984311103821,0.8525906205177307,0.007386783137917519,0.9941864013671875,0.7090217471122742
14,0.9769618511199951,0.8466333150863647,0.8067430257797241,0.0038866710383445024,1e-04,0.9982687830924988,0.6868698596954346,0.9695428013801575,0.869164764881134,0.704674243927002,0.03784634917974472,0.9939793944358826,0.5885627865791321
15,0.9738120436668396,0.8112519979476929,0.7432717680931091,0.008146948181092739,1e-04,0.9897087216377258,0.6561278104782104,0.9745439887046814,0.905819833278656,0.8384607434272766,0.008639209903776646,0.9877306818962097,0.7109636664390564
16,0.9752693176269531,0.8471125960350037,0.8132573366165161,0.00390436127781868,1e-04,0.9992003440856934,0.690162181854248,0.9747735261917114,0.9138424396514893,0.8516412973403931,0.00789263378828764,0.991537868976593,0.7154930830001831
17,0.9766333699226379,0.8579033017158508,0.829466700553894,0.0034174418542534113,1e-04,0.9993206262588501,0.6944717764854431,0.9748250842094421,0.9183477163314819,0.8637563586235046,0.007056164089590311,0.9933266639709473,0.7093432545661926
18,0.9764211177825928,0.8542319536209106,0.8297526836395264,0.0032494973856955767,1e-04,0.9995340704917908,0.6914916634559631,0.9748678207397461,0.9231355786323547,0.8672045469284058,0.006700663361698389,0.9955089688301086,0.7062260508537292
19,0.9769895076751709,0.8670260906219482,0.8363242745399475,0.0031556105241179466,1e-04,0.9992836713790894,0.692326009273529,0.974865198135376,0.9158720970153809,0.8573535084724426,0.007471956312656403,0.9970216751098633,0.7098590135574341
20,0.9758849143981934,0.8797587156295776,0.8541775345802307,0.003085459116846323,1e-04,0.9997503161430359,0.6896373629570007,0.9748582243919373,0.9240153431892395,0.8667410016059875,0.0065887700766325,0.9937437176704407,0.706990122795105
21,0.9762157201766968,0.8550010323524475,0.8294284343719482,0.0029780971817672253,1e-04,0.9996093511581421,0.6933081150054932,0.9749313592910767,0.9209802746772766,0.859410285949707,0.0068555185571312904,0.9972853660583496,0.7034913301467896
22,0.9763179421424866,0.8765054941177368,0.8519352674484253,0.0030549541115760803,1e-04,0.9995036721229553,0.7090106010437012,0.9747757911682129,0.9193458557128906,0.8580960035324097,0.007316429167985916,0.9960861802101135,0.6957785487174988
23,0.9745548367500305,0.798296332359314,0.7080570459365845,0.013077942654490471,1e-04,0.9785632491111755,0.6742411851882935,0.972247838973999,0.8795461654663086,0.7438287734985352,0.021092604845762253,0.9861609935760498,0.6674408912658691
24,0.9740786552429199,0.8272322416305542,0.7704213261604309,0.006663297303020954,1e-04,0.9956729412078857,0.6805681586265564,0.9741836786270142,0.8970550894737244,0.8188101649284363,0.009680584073066711,0.9796563982963562,0.7212613224983215
25,0.9761909246444702,0.8548570275306702,0.8202821612358093,0.004150464665144682,1e-04,0.9986578226089478,0.7016987800598145,0.9744821786880493,0.9135276079177856,0.8454616069793701,0.008101723156869411,0.988250195980072,0.700583279132843
26,0.9778171181678772,0.8822024464607239,0.8556172251701355,0.0033242416102439165,1e-04,0.9995195865631104,0.73060542345047,0.9748064279556274,0.9251668453216553,0.8520406484603882,0.008489316329360008,0.9926360845565796,0.713661789894104
27,0.9756516814231873,0.8769444823265076,0.8497647643089294,0.0030101854354143143,1e-04,0.9996463060379028,0.693067729473114,0.974884569644928,0.9237427711486816,0.8693758249282837,0.006603524554520845,0.9950356483459473,0.7148997783660889
28,0.9754989147186279,0.8535167574882507,0.8293760418891907,0.002674001269042492,1e-04,0.9997111558914185,0.6745411157608032,0.9749040007591248,0.924622118473053,0.8747003674507141,0.0063010877929627895,0.9957034587860107,0.707851767539978
29,0.9763408899307251,0.8874273896217346,0.863780677318573,0.002631432143971324,1e-04,0.9998893737792969,0.7058165669441223,0.9748223423957825,0.9258003234863281,0.8701314926147461,0.007137875538319349,0.9925921559333801,0.7064769864082336
30,0.9763559699058533,0.8748033046722412,0.85170978307724,0.0024690290447324514,1e-04,0.9998447895050049,0.6913383603096008,0.9749419093132019,0.9282705187797546,0.8759241104125977,0.006198894698172808,0.9954153299331665,0.7127383351325989
31,0.974866509437561,0.8632580637931824,0.8368818759918213,0.0026185819879174232,1e-04,0.9995359778404236,0.6611977219581604,0.9748849272727966,0.9264757633209229,0.8703624606132507,0.007099376525729895,0.9947511553764343,0.7213641405105591
32,0.9762099981307983,0.9035377502441406,0.8791152834892273,0.0026106806471943855,1e-04,0.9997841715812683,0.7105076909065247,0.9749225974082947,0.9309017658233643,0.8726822137832642,0.0063934470526874065,0.9949613809585571,0.7075738310813904
33,0.97401362657547,0.8640924692153931,0.8414365649223328,0.002606914145871997,1e-04,0.9998575448989868,0.6791863441467285,0.9748960137367249,0.9271812438964844,0.8780215382575989,0.006036588456481695,0.9959814548492432,0.7078003287315369
34,0.9768903851509094,0.8801913261413574,0.8566602468490601,0.0024230724666267633,1e-04,0.9997968673706055,0.6993125081062317,0.9749528169631958,0.932205319404602,0.886422872543335,0.006014212500303984,0.9972665905952454,0.698646605014801
35,0.9745514392852783,0.8751305937767029,0.8521725535392761,0.0024426488671451807,1e-04,0.9998156428337097,0.6744307279586792,0.9749789834022522,0.9275674223899841,0.8756679892539978,0.006143704988062382,0.9963470697402954,0.7104976177215576
36,0.9752042293548584,0.865912914276123,0.8421806693077087,0.002441448625177145,1e-04,0.9998899698257446,0.6863515377044678,0.9748191833496094,0.9262167811393738,0.8771664500236511,0.0071271685883402824,0.9985639452934265,0.6906140446662903
37,0.9769639372825623,0.8933896422386169,0.8704688549041748,0.0024095517583191395,1e-04,0.9998435378074646,0.7133221626281738,0.9748674631118774,0.9234077334403992,0.8763315081596375,0.006587698590010405,0.9956344962120056,0.7037771344184875
38,0.9764192700386047,0.895866870880127,0.8704107403755188,0.0025254497304558754,1e-04,0.9997550845146179,0.7142144441604614,0.9748234152793884,0.9283869862556458,0.8817875385284424,0.006350825075060129,0.9934161901473999,0.7064325213432312
39,0.976648211479187,0.8824499845504761,0.8408884406089783,0.004893592558801174,1e-04,0.9974713921546936,0.7121706604957581,0.9562374949455261,0.8062278628349304,0.42782846093177795,0.23468978703022003,0.9966461062431335,0.3388831913471222
40,0.9750086069107056,0.8302136063575745,0.7683466672897339,0.00624104356393218,1e-04,0.9944540858268738,0.6681908965110779,0.9748865365982056,0.9123371839523315,0.8698963522911072,0.0060112434439361095,0.9965800642967224,0.7032274007797241
41,0.9763649702072144,0.8745906352996826,0.8509436249732971,0.0026371362619102,1e-04,0.9997826814651489,0.7073622941970825,0.975024938583374,0.9271355867385864,0.8749138116836548,0.006503342650830746,0.9968770742416382,0.7136025428771973
42,0.976948618888855,0.8920592665672302,0.8695022463798523,0.0021996041759848595,1e-04,0.9999668598175049,0.7256419658660889,0.9750064015388489,0.9309409260749817,0.8862336277961731,0.005975472275167704,0.9967436790466309,0.7077419757843018
43,0.9764997959136963,0.8517528772354126,0.826154351234436,0.0019109201384708285,1e-04,0.9998979568481445,0.684086263179779,0.9750143885612488,0.9330820441246033,0.889265239238739,0.005687157157808542,0.9968198537826538,0.7083657383918762
44,0.9778692722320557,0.8719269633293152,0.8507260680198669,0.001692595542408526,1e-04,0.9999154210090637,0.7135233879089355,0.9750112295150757,0.9303379654884338,0.8873016834259033,0.00568021135404706,0.9973498582839966,0.7042545080184937
45,0.9781975150108337,0.8756268620491028,0.8549634218215942,0.0012270607985556126,1e-04,0.9999321699142456,0.7251259684562683,0.9749976992607117,0.9346701502799988,0.8864911198616028,0.006196183152496815,0.9966818690299988,0.7070816159248352
46,0.9761061072349548,0.844067394733429,0.8172076344490051,0.001317925052717328,1e-04,0.9996922612190247,0.6893331408500671,0.9748669266700745,0.9278972148895264,0.8697618246078491,0.006842798553407192,0.9929724931716919,0.7228390574455261
47,0.9749789237976074,0.8630432486534119,0.8375523686408997,0.0005329815903678536,1e-04,0.9995830059051514,0.6778421401977539,0.9747712016105652,0.924912691116333,0.8759444952011108,0.00802989024668932,0.9971188306808472,0.6961767077445984
48,0.975673496723175,0.8678560853004456,0.8386598825454712,-1.801647522370331e-05,1e-04,0.9995298385620117,0.6864493489265442,0.9749832153320312,0.9250357747077942,0.8806192874908447,0.0032752782572060823,0.9963175654411316,0.7111483812332153
49,0.9770514965057373,0.8931018114089966,0.8596333861351013,-0.0009149257093667984,1e-04,0.9994284510612488,0.7035949230194092,0.9747892022132874,0.9336549043655396,0.8783460259437561,0.0023312668781727552,0.9938712120056152,0.7070972919464111
